titulo,preco_antigo,preco_novo,desconto,link
Combo Duplo Whey Fusion + 2x Bcaa + 2x Creatina + Shaker,179,"R$149,90",16% OFF,https://produto.mercadolivre.com.br/MLB-1016176283-combo-duplo-whey-fusion-2x-bcaa-2x-creatina-shaker-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Roçadeira Profissional A Gasolina  + Motopoda + Óleo Stihl,1.000,R$750,25% OFF,https://produto.mercadolivre.com.br/MLB-3683366139-rocadeira-profissional-a-gasolina-motopoda-oleo-stihl-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5&wid=MLB3683366139&sid=offers
Camisa Time Fit Kit Com 4 Academia Treino Corrida Top,134,"R$75,54",44% OFF,https://produto.mercadolivre.com.br/MLB-2135253140-camisa-time-fit-kit-com-4-academia-treino-corrida-top-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Kit 6 Em 1 Karseell Collagen Linha Completa Máscara Tônico,189,"R$168,67",11% OFF,https://produto.mercadolivre.com.br/MLB-5335483884-kit-6-em-1-karseell-collagen-linha-completa-mascara-tnico-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5&wid=MLB5335483884&sid=offers
Wap Aspirador De Pó E Água 2000w Gtw 25 Inox,791,"R$609,35",23% OFF,https://produto.mercadolivre.com.br/MLB-3997100839-wap-aspirador-de-po-e-agua-2000w-gtw-25-inox-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
"Aspirador Pó Vertical Com Fio Portátil De Mão 2 Em 1 Potente 1450w Cabo 5m Capacidade 1,6l Filtro Hepa Electrolux Stk14 Azul Denim 110v",279,"R$217,62",22% OFF,https://www.mercadolivre.com.br/aspirador-po-vertical-com-fio-portatil-de-mo-2-em-1-potente-1450w-cabo-5m-capacidade-16l-filtro-hepa-electrolux-stk14-azul-denim-110v/p/MLB18185615?pdp_filters=item_id%3AMLB5336725932#polycard_client=offers&wid=MLB5336725932&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Smart Tv 4k 55 LG Nanocell 55nano80t Processador 5 Ger7,4.199,R$2.754,34% OFF no Pix,https://www.mercadolivre.com.br/smart-tv-4k-55-lg-nanocell-55nano80t-processador-5-ger7/p/MLB39478155?pdp_filters=item_id%3AMLB5303551074#polycard_client=offers&wid=MLB5303551074&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Furadeira De Impacto Hp1640k 1/2 760w C/ Mal. Makita 110v,577,"R$496,80",14% OFF,https://www.mercadolivre.com.br/furadeira-de-impacto-hp1640k-12-760w-c-mal-makita-110v/p/MLB9551915?pdp_filters=item_id%3AMLB3790599789#polycard_client=offers&wid=MLB3790599789&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Creatina Monohidratada Pura 500g Dark Lab Unidade,97,"R$62,82",35% OFF,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=p7VebknfY%2Br2KYiZHGLcEJDWGqUOCYllecXs506i4Pv5PTMbInvprdde0SY3Iy%2F5XEsIpRMuHP07PrK4lYhJV%2BS9LHOAjjnfKq44VQRo6xATeDsY39MxOGJqMLlqu9TPSuHWTHCnQ27yL%2FLT9L2qtMNIIdyXkSmLc6lvjiKxc0qhREm3Yy80LuOSyLifkCuh%2BLlXqlmhces%2F6iMMDPksNxh5LY%2B1zC0jNY1DKpLrlOiFVv8P%2BUTjWUs0QjStlW79Phk%2BKWJ77ctC0p0YPIRcrbXKiHxene2MGfR1ywkEuPQ9ofq2n9TWMT%2Fv%2BeP%2BIIhoNUtUPdGXlcozVPFarP%2FQ%2BBNoASfBEZErRkQdXCQULzXELgmgAtbbY37CQAnrhuvwNKwdtPB2JeYKWdbzxbGQuXBcolQvMDRKRinGmlfqep81AEr7fDKXORgt67V6g0aiuFBgWN5jR466iDHi4cG%2Bu2toQ3nCEjeRvv4uN%2FDAbfEtzv1NB5hX00BVynv8mAayURwd6cXzipZ%2F5DLbJ7qpXJhDqHHGmZ30EA%3D%3D&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Fcreatina-monohidratada-pura-500g-dark-lab-unidade%2Fp%2FMLB26796581%23wid%3DMLB4812143184%26sid%3Doffers%26searchVariation%3DMLB26796581%26position%3D10%26search_layout%3Dgrid%26deal_print_id%3Df34cb691-6677-4e88-a559-38bf5a99b918%26tracking_id%3D382fe28d-e2e8-408b-b571-ac1e914fedc5&lm=226675537#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5&wid=MLB4812143184&sid=offers
Smart Tv Samsung Un50du7700gxzd 50  4k Crystal,3.570,R$2.199,38% OFF no Pix,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=so7rRcBntILvPt9mctwxzLaavLoHYIcUY8KEmvW88yLweBOdpUc7LzlUS941K%2B3Mcp8%2BEYpdUeBpG5KkIb8KEoQcFq7YCBe64%2FNVAun3aKC%2B1y3Rwmh%2BrAtH%2FIh1sjPHTzxVfFSsAlKn3KZShxhSjlS4B3ukEM57PMlpDGjjq6zs8rrl0RNEB2tJNKoHFjvbWy7gO0mcf6esNjHy1qWrGrmNJ8tYeSCTv%2BAnh%2BWZcLxLFvjnHs%2BvmhZrImIWlXLrq0C%2FaL4NFlCcy5dKUyVIpYa3FhQxCuBRs7glGVi%2FK9CKqhCQyY8NlpL05Q6GLWO4oWymBoNRP3tk8u69yYXBlWNWYVfDhWxr8Ap%2FqGI%2Beu9He0M5py13qU9WGQP7PHxfFLxi%2BwFI3%2Bv1K8A4UKhmJrVZ7YwvNo2NTmBPInbun82IGZK761c2rZMD3%2B%2FZc%2BxbG5ZNhyztjpAnNh3yYHxApuQ51aGlpPLGdnvmG%2Fj33jOjUOspY3bn36HW1U8HibATsTWfHGh1ZF6x%2Bgn7E3g%2Fiv0tQCUMJ7crfw%3D%3D&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Fsmart-tv-samsung-un50du7700gxzd-50-4k-crystal%2Fp%2FMLB35479788%23wid%3DMLB5085254404%26sid%3Doffers%26searchVariation%3DMLB35479788%26position%3D11%26search_layout%3Dgrid%26deal_print_id%3Df34cb691-6677-4e88-a559-38bf5a99b918%26tracking_id%3D382fe28d-e2e8-408b-b571-ac1e914fedc5&lm=818646078#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5&wid=MLB5085254404&sid=offers
Parafusadeira Furadeira Sem Fio 48v 2 Baterias 340w 1550 Rpm,194,"R$164,78",15% OFF no Pix ou Saldo no Mercado Pago,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=5Bv9HcIsc3Vd4jVK7qw%2FFoP%2BnEOiGtk0d0g8F35WXhB7bhvbhrKstCIocVrKA%2BIDj%2FLdCn38aGgSdzSqbjOVK9vy5FYBITZ%2BN5kM53MvdZ7LHmXjeLELSoe9fPr7T0Z0hR1GKseUKx%2FQl9517AAiljZyMn%2BHfzVwTZKliYweRq8%2B727aiWX%2FBbW7cYmnZQHgfU9uPlaRQM6T27mEgX2YjaNkHNX4T%2FcChSUKdtF%2F1c%2F2EIPGfgxYbkLPtdI7lp94a0SvlFxLRb%2BgWPf2ae8PIyMwbQ7bC49dh%2FN%2FQBPPRN9IwJLAuguyVF3DkQNG4C8pNiZ9F7XUsS8JFujhBFuSbruRdhzenWgR0QKBHm5Dj4rLimV1byOr%2BtLgUP1Tx8H8yeKh%2FNSuYPiPpXlsbJCRY4%2BiuXf%2FzhnTS9iQpjFN0r43V0w7X%2FDISaYmdwCv6xvKDVoL8ekVlwrAMATiz6%2BZCMIXrYdE1W6ezw1xnTpPFHWhGpDEq%2Bvs7zaHZgCL4ZdHv440y0KgK8F0%2Fok9qeAAr1tgdsjPvjwM5A%3D%3D&url=https%3A%2F%2Fproduto.mercadolivre.com.br%2FMLB-5293077722-parafusadeira-furadeira-sem-fio-48v-2-baterias-340w-1550-rpm-_JM%23searchVariation%3D0%26position%3D12%26search_layout%3Dgrid%26deal_print_id%3Df34cb691-6677-4e88-a559-38bf5a99b918%26tracking_id%3D382fe28d-e2e8-408b-b571-ac1e914fedc5&lm=-811796787#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Relógio Casio Feminino Vintage Original Digital A159wa-n1df,264,"R$188,10",28% OFF no Pix,https://produto.mercadolivre.com.br/MLB-3397454218-relogio-casio-feminino-vintage-original-digital-a159wa-n1df-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Cartão Lexar Silver Plus Sdxc Uhs-i Card 128gb,177,"R$158,13",11% OFF,https://www.mercadolivre.com.br/carto-lexar-silver-plus-sdxc-uhs-i-card-128gb/p/MLB44129558?pdp_filters=item_id%3AMLB3957140179#polycard_client=offers&wid=MLB3957140179&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Tijolinho Parede Revestimento Brick - Bianco,159,"R$137,06",14% OFF,https://produto.mercadolivre.com.br/MLB-3602691527-tijolinho-parede-revestimento-brick-bianco-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5&wid=MLB3602691527&sid=offers
Varal De Luzes Festão 50 Mts Com 50 Lâmpadas Inclusas,400,R$368,8% OFF,https://produto.mercadolivre.com.br/MLB-5065228714-varal-de-luzes-festo-50-mts-com-50-lmpadas-inclusas-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Máquina De Lavar 14kg Essential Care Led14 Com Cesto Inox E Jet&clean Electrolux 220v,2.099,R$1.795,14% OFF no Pix ou Saldo no Mercado Pago,https://www.mercadolivre.com.br/maquina-de-lavar-14kg-essential-care-led14-com-cesto-inox-e-jetclean-electrolux-220v/p/MLB17920364?pdp_filters=item_id%3AMLB2042367533#polycard_client=offers&wid=MLB2042367533&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Elgin Plafon Painel Quadrado Sobrepor 24w Branco Frio 6500k Estrutura Branco-frio 110v/220v,28,"R$24,84",14% OFF,https://www.mercadolivre.com.br/elgin-plafon-painel-quadrado-sobrepor-24w-branco-frio-6500k-estrutura-branco-frio-110v220v/p/MLB23173235?pdp_filters=item_id%3AMLB3378757177#polycard_client=offers&wid=MLB3378757177&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Aparador De Grama Trapp Master At 1800 Cor Verde E Preto 127v,352,"R$352,79",,https://www.mercadolivre.com.br/aparador-de-grama-trapp-master-at-1800-cor-verde-e-preto-127v/p/MLB14638174?pdp_filters=item_id%3AMLB5161062598#polycard_client=offers&wid=MLB5161062598&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
"Gamer Pc Completo Intel I5 8gb Ssd 240gb 21,5 Strong Tech",1.564,R$1.408,10% OFF,https://produto.mercadolivre.com.br/MLB-4011545045-gamer-pc-completo-intel-i5-8gb-ssd-240gb-215-strong-tech-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5&wid=MLB4011545045&sid=offers
Caixa Setor Direção Hidraulica Gol 2008 2020 (g5 G6 G7 G8),1.464,R$1.251,14% OFF,https://produto.mercadolivre.com.br/MLB-3993264685-caixa-setor-direco-hidraulica-gol-2008-2020-g5-g6-g7-g8-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5&wid=MLB3993264685&sid=offers
Secador De Cabelo Profissional Pro Digital Íon Cor Gray 220v 2600w,889,"R$470,44",47% OFF no Pix,https://www.mercadolivre.com.br/secador-de-cabelo-profissional-pro-digital-ion-cor-gray-220v-2600w/p/MLB37832303?pdp_filters=item_id%3AMLB4862722352#polycard_client=offers&wid=MLB4862722352&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Kit 4 Short Praia Masculino Bermuda Tactel Academia Corrida,110,"R$99,89",10% OFF,https://produto.mercadolivre.com.br/MLB-3838208885-kit-4-short-praia-masculino-bermuda-tactel-academia-corrida-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Espelho Oval Base Reta  180x80cm Suporte De Chão Grande,797,"R$757,88",5% OFF,https://produto.mercadolivre.com.br/MLB-3630560207-espelho-oval-base-reta-180x80cm-suporte-de-cho-grande-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Kit Wella Pro Invigo Nutri Enrich - Sh 1000ml E Cond E Másc,844,"R$375,15",55% OFF no Pix,https://produto.mercadolivre.com.br/MLB-5307096134-kit-wella-pro-invigo-nutri-enrich-sh-1000ml-e-cond-e-masc-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5&wid=MLB5307096134&sid=offers
Lavadora De Alta Pressão Wap Ousada Wl 2600 1750psi Potência De 1500w 127v,767,"R$484,03",36% OFF,https://www.mercadolivre.com.br/lavadora-de-alta-presso-wap-ousada-wl-2600-1750psi-potncia-de-1500w-127v/p/MLB27917031?pdp_filters=item_id%3AMLB4158921188#polycard_client=offers&wid=MLB4158921188&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Chinelo Babuche Nellie Boaonda Feminina Sandália,99,"R$64,99",35% OFF,https://produto.mercadolivre.com.br/MLB-3505290114-chinelo-babuche-nellie-boaonda-feminina-sandalia-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
"Cama Elástica Trampolim 3,05m Aço Galvanizado 335kg",1.558,R$1.360,12% OFF,https://produto.mercadolivre.com.br/MLB-4466220644-cama-elastica-trampolim-305m-aco-galvanizado-335kg-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Geladeira Cycle Defrost Electrolux 240l Branco Re31 220v,2.083,R$1.844,11% OFF no Pix ou Saldo no Mercado Pago,https://www.mercadolivre.com.br/geladeira-cycle-defrost-electrolux-240l-branco-re31-220v/p/MLB6077911?pdp_filters=item_id%3AMLB2036342095#polycard_client=offers&wid=MLB2036342095&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Smart Tv 65'' Crystal 65du8000 Uhd 4k 2024 Samsung Cinza Titan,4.499,R$3.316,26% OFF no Pix ou Saldo no Mercado Pago,https://www.mercadolivre.com.br/smart-tv-65-crystal-65du8000-uhd-4k-2024-samsung-cinza-titan/p/MLB36336808?pdp_filters=item_id%3AMLB4660119566#polycard_client=offers&wid=MLB4660119566&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Roçadeira Ishikawa Potente A Gasolina Cortador De Grama 63cc,559,"R$531,99",5% OFF,https://produto.mercadolivre.com.br/MLB-5371676700-rocadeira-ishikawa-potente-a-gasolina-cortador-de-grama-63cc-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5&wid=MLB5371676700&sid=offers
Roteador Tp-link Archer Ax12 Wi-fi 6 Ax1500 Dualband Gigabit Cor Preto,286,"R$217,55",24% OFF,https://www.mercadolivre.com.br/roteador-tp-link-archer-ax12-wi-fi-6-ax1500-dualband-gigabit-cor-preto/p/MLB27022239?pdp_filters=item_id%3AMLB3861573263#polycard_client=offers&wid=MLB3861573263&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Creme Corporal Hidratante Perfumado Angel Extra Concentrado,249,"R$179,98",28% OFF,https://produto.mercadolivre.com.br/MLB-4045739387-creme-corporal-hidratante-perfumado-angel-extra-concentrado-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Ferro De Passar Roupa A Seco Cromado Com Base De Alumínio - Black+decker Vfa1110 220v,179,"R$125,90",29% OFF,https://www.mercadolivre.com.br/ferro-de-passar-roupa-a-seco-cromado-com-base-de-aluminio-blackdecker-vfa1110-220v/p/MLB15553603?pdp_filters=item_id%3AMLB1940687404#polycard_client=offers&wid=MLB1940687404&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Água Sanitária Super Candida 5l,14,"R$12,29",15% OFF,https://www.mercadolivre.com.br/agua-sanitaria-super-candida-5l/p/MLB16601297?pdp_filters=item_id%3AMLB3218229809#polycard_client=offers&wid=MLB3218229809&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
"Piso Vinílico Em Manta 0,7 Mm - 5 Mts2 (2,5 Mts X 2,0 Mts)",215,"R$189,73",12% OFF,https://produto.mercadolivre.com.br/MLB-3934810651-piso-vinilico-em-manta-07-mm-5-mts2-25-mts-x-20-mts-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Uniforme Conjunto Eletricista Anti Chama Nr10 Azul Marinho,369,"R$258,93",30% OFF,https://produto.mercadolivre.com.br/MLB-3498873367-uniforme-conjunto-eletricista-anti-chama-nr10-azul-marinho-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Celular Xiaomi Redmi 14c 256gb + 16gb Ram Global 2025,1.489,R$1.176,21% OFF,https://produto.mercadolivre.com.br/MLB-5341764888-celular-xiaomi-redmi-14c-256gb-16gb-ram-global-2025-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Monitor Gamer Portatil 15.6 /1080p Fhd Ips Tela Led Hdmi/usb,899,"R$593,34",34% OFF,https://produto.mercadolivre.com.br/MLB-3904997319-monitor-gamer-portatil-156-1080p-fhd-ips-tela-led-hdmiusb-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Par De Alianças Ouro 18k Banhada Casamento Tungstênio 4mm,169,R$159,5% OFF,https://produto.mercadolivre.com.br/MLB-681926545-par-de-aliancas-ouro-18k-banhada-casamento-tungstnio-4mm-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Rastreador Airtag Apple - Pack C/ 4 Un Envio Imediato Nfe,849,"R$721,65",15% OFF,https://produto.mercadolivre.com.br/MLB-5015002590-rastreador-airtag-apple-pack-c-4-un-envio-imediato-nfe-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5&wid=MLB5015002590&sid=offers
2 Pneu Pirelli 140/70r17 66h 110/70r17 54h Diablo Rosso 2,1.088,"R$979,89",10% OFF,https://www.mercadolivre.com.br/2-pneu-pirelli-14070r17-66h-11070r17-54h-diablo-rosso-2/p/MLB24351495?pdp_filters=item_id%3AMLB3885635037#polycard_client=offers&wid=MLB3885635037&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Cadeira Executiva Ergonômica De Escritório Altura Ajustável,992,"R$658,94",33% OFF,https://produto.mercadolivre.com.br/MLB-3939187619-cadeira-executiva-ergonmica-de-escritorio-altura-ajustavel-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Papel Higiênico Supreme Folha Tripla 24 Rolos Neve,73,"R$46,78",36% OFF,https://www.mercadolivre.com.br/papel-higinico-supreme-folha-tripla-24-rolos-neve/p/MLB16084358?pdp_filters=item_id%3AMLB3246853351#polycard_client=offers&wid=MLB3246853351&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Camiseta Térmica Segunda Pele Proteção Uv Extreme Premium,49,"R$36,92",26% OFF,https://produto.mercadolivre.com.br/MLB-3232236031-camiseta-termica-segunda-pele-proteco-uv-extreme-premium-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Vestido Feminino Midi Moda Evangélica Soltinho Confortável,78,"R$54,90",30% OFF,https://produto.mercadolivre.com.br/MLB-3758218353-vestido-feminino-midi-moda-evangelica-soltinho-confortavel-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Tapete De Grama Sintetica Para Decoração Provençal Flor 25m2,1.003,"R$903,51",10% OFF,https://produto.mercadolivre.com.br/MLB-5303164094-tapete-de-grama-sintetica-para-decoraco-provencal-flor-25m2-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Whey Protein Concentrado 900g Chocolate Branco Dux Nutrition,269,R$269,,https://www.mercadolivre.com.br/whey-protein-concentrado-900g-chocolate-branco-dux-nutrition/p/MLB28605915?pdp_filters=item_id%3AMLB4004583851#polycard_client=offers&wid=MLB4004583851&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Processador De Áudio Digital Stetsom Stx-2848 Mais Vendido 12v,348,"R$314,01",10% OFF,https://www.mercadolivre.com.br/processador-de-audio-digital-stetsom-stx-2848-mais-vendido-12v/p/MLB23533934?pdp_filters=item_id%3AMLB3347446035#polycard_client=offers&wid=MLB3347446035&sid=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Tênis Mizuno Jet 7 Masculino- Preto-preto,249,"R$219,99",12% OFF,https://produto.mercadolivre.com.br/MLB-3785145457-tnis-mizuno-jet-7-masculino-preto-preto-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
Cesta De Pão De Frutas Em Vime Falso E Rattan Com Tampa,145,"R$124,01",15% OFF,https://produto.mercadolivre.com.br/MLB-5192138640-cesta-de-po-de-frutas-em-vime-falso-e-rattan-com-tampa-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
,,,,
Calça Masculina Sarja Slim - Elastano - Esporte Fino,77,"R$69,33",11% OFF,https://produto.mercadolivre.com.br/MLB-1782081524-calca-masculina-sarja-slim-elastano-esporte-fino-_JM#polycard_client=offers&deal_print_id=ac476032-1f28-4648-b6c6-6b2194145a9d&tracking_id=ffbacf78-105b-49a5-8345-f96e47f4dae8
Kit 2 Vasos Cone Liso 45x30,239,"R$227,90",5% OFF,https://produto.mercadolivre.com.br/MLB-3571981067-kit-2-vasos-cone-liso-45x30-_JM#polycard_client=offers&deal_print_id=ac476032-1f28-4648-b6c6-6b2194145a9d&tracking_id=ffbacf78-105b-49a5-8345-f96e47f4dae8
Cafeteira Espresso Série 1200 Philips Walita Ep1220 1400w Cor Preta 220v,3.701,R$2.769,25% OFF,https://www.mercadolivre.com.br/cafeteira-espresso-serie-1200-philips-walita-ep1220-1400w-cor-preta-220v/p/MLB19599219?pdp_filters=item_id%3AMLB5340353534#polycard_client=offers&wid=MLB5340353534&sid=offers&deal_print_id=ac476032-1f28-4648-b6c6-6b2194145a9d&tracking_id=ffbacf78-105b-49a5-8345-f96e47f4dae8
Relógio Mulher Champion Original Analógico Dourado Kit Joias Cor Do Fundo Branco,318,"R$302,72",no Pix,https://www.mercadolivre.com.br/relogio-mulher-champion-original-analogico-dourado-kit-joias-cor-do-fundo-branco/p/MLB24077182?pdp_filters=item_id%3AMLB5019297692#polycard_client=offers&wid=MLB5019297692&sid=offers&deal_print_id=ac476032-1f28-4648-b6c6-6b2194145a9d&tracking_id=ffbacf78-105b-49a5-8345-f96e47f4dae8
Sandália Crocs Bayaband Clog Winter White/multi,349,R$291,16% OFF,https://produto.mercadolivre.com.br/MLB-3604241873-sandalia-crocs-bayaband-clog-winter-whitemulti-_JM#polycard_client=offers&deal_print_id=ac476032-1f28-4648-b6c6-6b2194145a9d&tracking_id=ffbacf78-105b-49a5-8345-f96e47f4dae8
Mini Esmerilhadeira Angular Bosch Professional Gws 700 Azul 710 W 127 V\n,399,R$399,,https://www.mercadolivre.com.br/mini-esmerilhadeira-angular-bosch-professional-gws-700-azul-710-w-127-vn/p/MLB21120968?pdp_filters=item_id%3AMLB4489902938#polycard_client=offers&wid=MLB4489902938&sid=offers&deal_print_id=ac476032-1f28-4648-b6c6-6b2194145a9d&tracking_id=ffbacf78-105b-49a5-8345-f96e47f4dae8
